product_id,comment,comment_clean,rating
iphone-16-pro-max,cho hỏi mua iphone 16 pro max hôm nhưng nay cáp sạc bị hỏng thì có được bảo hành không ạ,mua iphone 16 pro max hôm cáp sạc hỏng bảo hành không,5
iphone-16-pro-max,rõ ràng trên web phiếu mua hàng airpods 500k giờ kt lại bảo đơn hàng không có,rõ_ràng web phiếu mua hàng airpods kt bảo đơn_hàng không,1
iphone-16-pro-max,đổi máy được ngày thì phát hiện bên trong camera có vết bụi mình đổi máy ngày âm lịch đến ngày mùng tết tức ngày mang ra thì nhân viên từ chối đổi kêu phải gửi về hãng trong khi máy vừa đập hộp có lỗi nhìn bằng mắt thường còn thấy mà phải gửi về hãng để thẩm định nếu lỗi của phần cứng bên trong không nói làm gì bỏ hơn 30 triệu ra mua trải nghiệm quá tệ,đổi máy phát_hiện camera vết bụi đổi máy âm_lịch mùng tết tức nhân_viên từ_chối đổi kêu gửi hãng máy đập_hộp lỗi mắt gửi hãng thẩm_định lỗi cứng không 30 triệu mua trải_nghiệm tệ,1
iphone-16-pro-max,điện thoại mới mua ngày về loa quá trời rè coi phim nghe nhạc gọi điện cái nào cũng bị rè cứ mở loa lớn chút là rè còn mở full loa thì nghe rè như tiếng nhạc luôn quá chán,điện_thoại mới mua loa trời rè coi phim nhạc gọi điện rè loa chút rè full loa rè tiếng nhạc chán,2
iphone-16-pro-max,nhắn tin bị đơ máy nhưng trên hệ thống kiểm tra không bị lỗi bắt buộc phải mang máy về hãng kiểm tra ngày,nhắn_tin đơ máy hệ_thống kiểm_tra không lỗi bắt_buộc máy hãng kiểm_tra,2
iphone-16-pro-max,sài được hơn tháng thì loa trong rè chưa rõ nguyên nhân đã vệ sinh loa các kiểu nhưng vẫn rè,sài loa rè nguyên_nhân vệ_sinh loa kiểu rè,3
iphone-16-pro-max,mới mua máy được ngày lúc mua thì kiểm tra không vấn đề gì nhưng lúc đem về mở nhạc thì nghe loa có vẻ bị rè rè không biết có ai bị như mình không nhưng mua máy hơn triệu thì mình cảm thấy rất khó chịu cho hỏi nếu đem ra thế giới di động thì sẻ xử lí tình trạng này như nào mình không muốn gửi máy đi thẩm định từ đến ngày đâu,mới mua máy mua kiểm_tra không vấn_đề đem nhạc loa vẻ rè rè không không mua máy triệu khó_chịu đem thế_giới di_động sẻ xử_lí không gửi máy đi thẩm_định,3
iphone-16-pro-max,iphone pro có dải màu bao nhiêu bit z ad,iphone pro dải màu bao nhiêu bit z ad,4
iphone-16-pro-max,điện thoại mới mua ngày lỗi reset counter lần,điện_thoại mới mua lỗi reset counter,3
iphone-16-pro-max,mới mua pro max lúc đập hộp không để ý kĩ về thấy có vài chần li ti mà không đổi được máy giá trị cao mà đen thật,mới mua pro max đập_hộp không để_ý kĩ chần li_ti không đổi máy đen,1
iphone-16-pro-max,đã trải nghiệm hơn tuần thấy trơn chu mượt màn tưởng to và khó cầm nắm nhưng không cảm giác máy cầm đầm tay nhẹ hơn con 14pda chút pin cũng trâu với tác vụ bình thường không chơi game thì em xài ngày sạc lần,trải_nghiệm tuần trơn chu mượt màn tưởng to cầm nắm không cảm_giác máy cầm đầm nhẹ 14 pda chút pin trâu tác_vụ bình_thường không game xài sạc,5
iphone-16-pro-max,chụp đêm sáng,chụp đêm,5
iphone-16-pro-max,mình mới mua giờ không thích nữa muốn đổi dòng máy khác thì mất phí bạn ạ,mới mua không đổi dòng máy phí,4
iphone-16-pro-max,quá mượt so với 15m,mượt 15 m,5
iphone-16-pro-max,mới mua chưa được tuần cụm camera sau có mắt dô hạt bụi không ưng cho lắm có đổi trả được không,mới mua tuần cụm camera mắt dô hạt bụi không ưng lắm đổi trả không,3
iphone-16-pro-max,công nhận pin đỉnh để qua đêm không tụt tý gì dùng sướng hơn 15 năm nhiều,công_nhận pin đỉnh đêm không tụt tý sướng 15,5
iphone-16-pro-max,kiểm tra tình trạng bảo hành đến đâu cho mình với,kiểm_tra bảo hành,3
iphone-16-pro-max,màu trắng rất đẹp rất thích đỉnh kịch trần,màu_trắng đẹp đỉnh kịch_trần,5
iphone-16-pro-max,màu titan sa mạc ngoài đời nhìn khá đẹp điện thoại dùng mượt hiệu năng ok,màu titan sa_mạc đời khá đẹp điện_thoại mượt hiệu_năng ok,5
iphone-16-pro-max,cho mình hỏi một người có thể trả góp 2sham không,thể trả_góp 2 sham không,5
iphone-16-pro-max,mình mua máy được ngày thì phát hiện lỗi gọi video loa mình nói cứ bị nhại tiếng mình rất fake và nhắn tin thao tác nhanh thì cảm ứng và phần mềm đều bị chậm nhịp và nhiều khi bị đơ giây để nhảy số rồi khi ấn nhẹ thì không ăn ấn mạnh mới ăn dùng thao tác nhắn tin cảm thấy rất thất vọng vấn đề là máy lúc bị lúc không nên nhân viên họ không cho đổi bắt mang đi thẩm định đến ngày trong máy mới mua ngày nói chung mọi người đừng nên mua p16 thất vọng lắm bình luận có bấy nhiêu câu mà nhắn sai rồi biết bao nhiêu lần đến giờ chưa có ai giải quyết cho tôi,mua máy phát_hiện lỗi gọi video loa nhại tiếng fake nhắn_tin thao_tác nhanh cảm_ứng phần_mềm chậm nhịp đơ giây nhảy ấn nhẹ không ấn mới thao_tác nhắn_tin thất_vọng vấn_đề máy không nhân_viên không đổi bắt đi thẩm_định máy mới mua đừng mua p16 thất_vọng lắm bình_luận nhiêu câu nhắn sai bao nhiêu giải_quyết,1
iphone-16-pro-max,điện thoại mới sử dụng được ngày thấy cũng tạm ổn sẽ quay lại đánh giá sau khi sử dụng lâu dài xưa nay luôn không làm tôi thất vọng với thái độ phục vụ của nhân viên nhưng lần này tôi cho sao với thái độ của quản lý cửa hàng sẽ không bao giờ quay lại ở cửa hàng đó,điện_thoại mới tạm ổn lâu_dài xưa_nay không thất_vọng thái_độ phục_vụ nhân_viên thái_độ quản_lý cửa_hàng không bao cửa_hàng,3
iphone-16-pro-max,mua máy về được ngày thì bị dính lỗi reset và panic máy giật lag pin tuột nhanh đem ra điện máy xanh đổi thì bảo gửi máy mình đi thẩm định trong khi lúc đầu mua thì bảo lỗi là đổi lỗi rành rành ra đó đầu còn mua thêm gói 700k nữa hơn 34tr chứ phải 3tr đâu chán thật sự,mua máy dính lỗi reset panic máy giật lag pin tuột nhanh đem điện_máy xanh đổi bảo gửi máy đi thẩm_định đầu mua bảo lỗi đổi lỗi rành rành đầu mua gói chán,2
iphone-16-pro-max,sài được có tầm tuần mà thao tác nhắn tin đã có dấu hiệu chậm và đơ rồi cần cân nhắc khi mua,sài tầm tuần thao_tác nhắn_tin dấu_hiệu chậm đơ cân_nhắc mua,3
iphone-16-pro-max,mình vừa mua ip16 promax vào tối ngày mình dùng được vài hôm thì cảm nhận được màn hình bị đơ đến tối ngày rạng sáng ngày mình dùng xong sạc đến sáng thì mở không lên nguồn mang ra bảo hành thì bảo do hết pin có ai dùng điện thoại mà ngu đến mức không biết điện thoại bị hết pin nên sập nguồn mà mang đi bảo hành từ nay về sau không bao giờ mua bất kì món gì từ thế giới di động nữa,mua ip16 promax tối hôm cảm_nhận màn_hình đơ tối rạng_sáng xong sạc không bảo hành bảo hết pin điện_thoại ngu không điện_thoại hết pin sập đi bảo hành không bao mua bất kì món thế_giới di_động,1
iphone-16-pro-max,cho em pin của điện thoại là đúng lượng bao nhiêu ,pin điện_thoại bao nhiêu,4
iphone-16-pro-max,iphone prom 256g mới sài tuần mau tụt pin hơn iphone prom cái của mình đang đang sài có ai bị giống mình không,iphone prom 256 g mới sài tuần mau tụt pin iphone prom sài không,4
iphone-16-pro-max,mua được ngày tự động tắt nguồn khởi động lại biết thế để xài,mua tự_động tắt khởi_động xài,1
iphone-16-pro-max,vưa mua đã phải mang đi hãng bao hanh ngay đập hôp mới ra khi cua hang ma cam đã bị nứt quay lại thì bao do mình làm rơi vỡ trong khi máy không vệt xước lại bị nứt mẻ ở cam,vưa mua đi hãng bao_hanh đập hôp mới cua_hang ma cam nứt bao rơi vỡ máy không vệt xước nứt mẻ cam,1
iphone-16-pro-max,mới ghim sạc lần sao tự dưng báo chu kì sạc lần là sao nhỉ,mới ghim sạc dưng báo chu_kì sạc,2
iphone-16-pro-max,mua được ngày ngày đầu tiên có cảm nhận tụt pin cứ 510p tụt ngày thứ cảm giác bàn phím đánh máy nhanh thì đôi lúc không ăn hiện tại ổn định hơn lúc này rất muốn đổi nhưng nghĩ chắc rất rườm rà nên thôi đến bây giờ thì chơi game cụ thể đấu trường chân lý thì nóng máy pin tụt game cỡ 40p là nói chung chơi game liên tục chắc cỡ tiếng là hết pin kèm theo nóng máy trong khi mình từng chơi game này trên ip13 pro thì không có nóng máy ngoài ra chat trên mess thì bàn phím đang kêu nhỏ nhỏ tự dưng tiếng phím kêu cạch cạch như kiểu chat mở loa mình đang tự hỏi như trên là ổn định hay không vì chẳng biết so sánh như nào nhưng mình sẽ đánh giá 2 sao vì thật sự thất vọng hơn mình hy vọng khi bỏ ra số tiền cao,mua cảm_nhận tụt pin 510 p tụt cảm_giác bàn_phím đánh_máy nhanh đôi không ổn_định đổi rườm_rà game đấu_trường chân_lý nóng máy pin tụt game cỡ 40 p game liên_tục cỡ tiếng hết pin kèm nóng máy game ip13 pro không nóng máy chat mess bàn_phím kêu nhỏ nhỏ dưng tiếng phím kêu cạch cạch kiểu chat loa ổn_định không chẳng so_sánh hai_sao thất_vọng hy_vọng tiền,2
iphone-16-pro-max,dùng được tháng rồi thấy ok,ok,5
iphone-16-pro-max,mua được ngày rồi thấy mọi người nói bị cái này nhiều lắm nay mới được trải nghiệm cảm giác bàn phím chạm không nhạy nhiều lúc đánh chữ bên này lại nhảy qua chữ bên khác,mua lắm mới trải_nghiệm cảm_giác bàn_phím chạm không nhạy đánh chữ nhảy chữ,2
iphone-16-pro-max,mua nay được ngày bị đứng màn hình phải khởi động lại lần thế có được gọi là lỗi có chính sách đổi trả đổi không,mua đứng màn_hình khởi_động gọi lỗi chính_sách đổi trả đổi không,2
iphone-16-pro-max,mình mới mua ip16 promax hôm qua trước đó dùng ip13 promax đều mua ở tgd đập hộp cảm nhận về ip16 sau ngày sử dụng là hơi thất vọng camera không được sắc nét mặt trước hơi mờ pin thì tụt nhanh còn không lâu ip13 các tính năng khác ít dùng nên chưa đánh giá nói chung là không nên mua,mới mua ip16 promax hôm_qua ip13 promax mua tgd đập_hộp cảm_nhận ip16 hơi thất_vọng camera không sắc_nét mặt hơi mờ pin tụt nhanh không ip13 tính_năng không mua,3
iphone-16-pro-max,mới mua có mấy ngày là thấy bị lỗi rồi chán thật,mới mua mấy lỗi chán,1
iphone-16-pro-max,mới mua được tuần đã dính lỗi reset và panic rồi nói chung iphone lỗi tùm lum bực mình thật sự,mới mua tuần dính lỗi reset panic iphone lỗi tùm_lum bực_mình,1
iphone-16-pro-max,pin không đúng theo thông số giờ dùng yotob mang ra cùng thế giới di động teas chỉ được hơn phút đã giảm trong khi đó không để ý youtube tắt lúc nào thế giới di động không cho đổi trong khi đó mua chưa được ngày,pin không thông_số yotob thế_giới di_động teas phút giảm không để_ý tắt thế_giới di_động không đổi mua,1
iphone-16-pro-max,hồi mới hơn tháng tự nhiên có hạt bụi trong camera trước nhìn bực mình chướng mắt không biết từ đâu rơi vô vô từ đường nào mà có thể nằm bên trong camera ban đầu tưởng bị dưới kính cường lực làm gỡ luôn cái cường lực tốn tiền cường lực kết quả bị hạt bụi dưới cam chả biết làm sao để hết bỏ tiền ra mua mà giờ o thấy hụt hẩn khổ thiệt chứ,hồi mới tự_nhiên hạt bụi camera bực_mình chướng_mắt không rơi vô vô từ_đường thể nằm camera ban_đầu tưởng kính cường_lực gỡ cường_lực tốn tiền cường_lực kết_quả hạt bụi cam chả hết tiền mua o hụt hẩn khổ thiệt,5
iphone-16-pro-max,đẹp hài lòng,đẹp hài,5
iphone-16-pro-max,mua iphone pro max thật không vui tí nào lỗi búa xua nghe cộng đồng mạng kêu quá trờitôi có lẽ máy mắn hơnchỉ gặp lỗi bàn phím và kết nối wifi lúc đầunhưng tới bản ios mới cập nhật tối hôm trước xongsáng sớm thì sim kết nối chập chờnđến 3h chiều thì máy báo không có simối giời ơi không thể nghe gọi đượcquá buồn vì mất thời gian vọc vạch kiểm tra sim chế độ máy bayđặt lại kết nối mạngkhởi động lạinhưng vẫn lì ra cứ tịt sim nếu cài đặt gốc thì phải tốn thời gian cài lạitối ưu cho máy tải thêm ứng dụng sao lưu nữamệt rồi đâydo theo tôi nghĩ cần tích cực thông báo cho apple càng sớm càng tốtrõ đã tốn nhiều tiền mà còn mệt,mua iphone pro max không vui tí lỗi búa xua cộng_đồng mạng kêu trờitôi lẽ máy mắn hơnchỉ lỗi bàn_phím kết_nối wifi đầunhưng ios mới cập_nhật tối hôm xongsáng sim kết_nối chập chờnđến 3 h chiều máy báo không simối giời không thể gọi đượcquá buồn thời_gian vọc_vạch kiểm_tra sim chế_độ máy bayđặt kết_nối mạngkhởi động lạinhưng lì tịt sim cài_đặt gốc tốn thời_gian cài lạitối ưu máy tải ứng_dụng sao_lưu nữamệt đâydo tích_cực thông_báo apple tốtrõ tốn tiền mệt,3
iphone-16-pro-max,mình mua máy từ ngày vừa rồi sài thời bị dính lỗi này ad ơi và mình đã cập nhật lên bản ios181 rc rồi nhưng vẫn chưa mấy phần panicfull và restcounter vậy ad mặc máy mình sài chưa bị sụp nguồn bao giờ vậy cho mình bị lỗi như này có ảnh hưởng gì không nhỉ,mua máy sài thời dính lỗi ad cập_nhật ios 181 rc mấy panicfull restcounter ad mặc máy sài sụp bao lỗi ảnh_hưởng không,3
iphone-16-pro-max,mới vừa mua hôm qua ngày bốc hộp ra vào phần cài đặc báo chu kỳ sạc lần nhân viên giải thích là do bên hãng apple test nên báo lần tôi ok với lời giải thích đó nhưng qua ngày hôm sao nó lại báo chu kỳ sạc lần lưu ý là tui chưa từng ghim sạc nhưng vẫn báo chu kỳ sạc lần có hình ảnh dẫn chứng tui có đính kèm gọi tổng đài khiếu nại thì bảo tình trạng này phải gởi về hãng apple để thẩm định lỗi tầm ngày mới có kết quả mới đập hộp bị tình trạng như vậy mà thế giới di động không có chính sách gì để hổ trợ nhanh chóng hoặc hổ trợ đổi máy mới hoặc có biện pháp gì nhanh gọn lẹ cho khách bắt khách mới vừa mua dở đập hộp phải gởi đi hãng ngày để thẩm định cho hỏi cách xử lý như vậy có tốt không có làm khách hàng hài lòng không,mới mua hôm_qua bốc hộp cài đặc báo chu_kỳ sạc nhân_viên giải_thích hãng apple test báo ok giải_thích hôm báo chu_kỳ sạc lưu_ý tui ghim sạc báo chu_kỳ sạc hình_ảnh dẫn_chứng tui đính_kèm gọi tổng_đài khiếu_nại bảo gởi hãng apple thẩm_định lỗi tầm mới kết_quả mới đập_hộp thế_giới di_động không chính_sách hổ trợ nhanh_chóng hổ trợ đổi máy mới biện_pháp nhanh_gọn lẹ bắt mới mua dở đập_hộp gởi đi hãng thẩm_định tốt không khách_hàng hài không,2
iphone-16-pro-max,nay vừa mới mua một em ip16 promax đang trải nghiệm mong rằng sẽ là một sản phẩm tốt nhất của applo,mới mua ip16 promax trải_nghiệm mong sản_phẩm tốt applo,5
iphone-16-pro-max,tôi cần liên hệ lại để hỗ trợ về vấn đề kỹ thuật mong sớm có thông tin,liên_hệ vấn_đề kỹ_thuật mong thông_tin,5
iphone-16-pro-max,mới lấy máy buổi tối sáng hôm sau đi làm quay video thì 8h là đứng màn hình thậm chí khởi động lại màn hình thì chậm lúc ăn cảm ứng lúc không,mới máy tối hôm đi video 8 h đứng màn_hình chí khởi_động màn_hình chậm cảm_ứng không,1
iphone-16-pro-max,rất tệ không nên mua mua đổi thêm gói mở rộng mà điện thoại bị panic và reset shop nói không lỗi,tệ không mua_mua đổi gói mở_rộng điện_thoại panic reset shop không lỗi,1
iphone-16-pro-max,tại sao iphone pro lại chụp ảnh mờ hơn các loại iphone khác màu không đẹp,iphone pro chụp ảnh mờ iphone màu không đẹp,3
iphone-16-pro-max,mình nhận hàng từ mình cũng bị tình trạng reset panic full thì lỗi này liên đến cứng lẫn mềm nên mọi người ai gặp tình trạng đó thì vào sos tắt hết nếu còn bị thì tắt cái chú ý bên face id trợ năng face id dòng mình thử và tạm thời ngày rồi chưa bị,hàng reset panic full lỗi liên cứng lẫn mềm sos tắt hết tắt chú_ý face id trợ năng face id dòng thử tạm_thời,5
iphone-16-pro-max,chất lượng sản phẩm quá tệ máy vừa mở hộp đã bị tróc sơn li ti ở sườn mang về nhà soi kĩ mới thấy người dùng không thể tạo ra được vết như thế mình có mang ra chỗ mua để đổi nhưng không cho đổi máy khác không hiểu chính sách đổi kiểu gì trong khi lỗi của nó cả cái điện thoại 35tr chứ có ít đâu đập hộp mà như mua hàng cũ,chất_lượng sản_phẩm tệ máy hộp tróc sơn li_ti sườn soi kĩ mới người_dùng không thể vết chỗ mua đổi không đổi máy không chính_sách đổi kiểu lỗi điện_thoại đập_hộp mua hàng cũ,1
iphone-16-pro-max,bỏ mấy chục triệu ra để nhận về cục tức chế độ bảo hành kiểm tra thì lề mề bên này đùng đẩy trách nhiệm cho bên kia sợ thật sự,mấy chục triệu cục tức chế_độ bảo hành kiểm_tra lề_mề đùng đẩy trách_nhiệm kia sợ,1
iphone-16-pro-max,máy mua tuần lỗi đơ màn pin nhanh hết để qua đêm không dùng vẫn tuột 6 nói chung là thất vọng,máy mua tuần lỗi đơ màn pin nhanh hết đêm không tuột sáu thất_vọng,2
iphone-16-pro-max,máy lỗi pnic và reset gửi hãng bảo hành đã quá ngày mà vẫn chưa trả máy lại hẹn thêm ngày trong khi đó chính sách là không bảo hành quá ngày bao đổi trả giải thích giúp,máy lỗi pnic reset gửi hãng bảo hành trả máy hẹn chính_sách không bảo hành bao đổi trả giải_thích giúp,3
iphone-16-pro-max,mới lây tôi hôm qua co cam giac cam ưng lâu lâu bi châm đâu tiên thi không xem đươc trinh trang pin sau khi câp nhât pm thi xem ok chăc tư tư hang cung khăc phuc thôi hi vong xai ôn đinh va không phai giưi lên hang,mới lây hôm_qua co cam_giac cam ưng bi châm tiên thi không đươc trinh_trang pin câp nhât pm thi ok chăc tư tư hang cung khăc phuc hi_vong xai ôn đinh va không phai giưi hang,3
iphone-16-pro-max,mình mua bên thế giới di động các bạn bảo điện máy xanh với thời di động là mua iphone promax hay cứ bị lỗi cứ khởi động lại hoài kèm theo máy nhanh hết pin sang thắc mắc thì nói do phần mềm cài lên ios vẫn bị giờ câu trả lời vẫn cứ là do lỗi phần mêm hãng thất vọng vô cùng luôn lỗi kêu đổi mà giờ cứ kêu về dùng đi có gì báo lại,mua thế_giới di_động bảo điện_máy xanh thời di_động mua iphone promax lỗi khởi_động hoài kèm máy nhanh hết pin sang thắc_mắc phần_mềm cài ios câu trả_lời lỗi mêm hãng thất_vọng vô_cùng lỗi kêu đổi kêu đi báo,1
iphone-16-pro-max,nói là lỗi đổi trong tháng đến lúc gửi đi bảo hành thì bảo không lỗi chạy lại mỗi phần mềm và chạy lại không cho đổi máy khác trong khi đó các chỗ khác vẫn cho đổi,lỗi đổi gửi đi bảo hành bảo không lỗi chạy phần_mềm chạy không đổi máy chỗ đổi,1
iphone-16-pro-max,máy xài chán đánh chữ nhảy chậm như rùa,máy xài chán đánh chữ nhảy chậm rùa,3
iphone-16-pro-max,máy mình mua từ cũng mấy lần bị tự khởi động lại không biết hãng bảo hành sao,máy mua mấy khởi_động không hãng bảo hành,3
iphone-16-pro-max,tôi khuyên các bạn có ý định mua thì không nên mua nhất là mua ở điện máy xanh và thế giới di động lúc mua thì bảo hư gì đổi nấy như hoặc lỗi là đổi máy tôi mua về đến một ngày ngày thứ hai phát hiện lỗi và gửi máy để đổi thì văn vở các kiểu rồi đi thẩm định thẩm định thì không ra kết quả lỗimà máy thì lỗi rõ rành rành ra đấy cả nhân viên của thế giới di động cũng công nhận mà bọn thẩm định máy không cho đổi bảo đổi thì mất phí vậy mà đề ra cái chính sách cùi bắp làm ra đấy để lừa người mua hàngvăn vở lỗi phần mềm chạy cập nhật máy là để chạy xong cập nhật vẫn bị thì kêu gio lỗi phần mềm để đổimà chính sách đã ghi rõ hư gì đổi nấy giờ máy sản suất tự nhiên lỗi phần mềm rồi đổi lỗi phần cứng cho đổi các bạn mà mua máy cứ qua fpt mà mua một đổi một hàng lỗi ngay và luôn chừa sau không bao giờ mua đồ chi ở fpt ngán và ngấy luôn bị dụ mua thêm quả bảo hành 700k tệ,khuyên ý_định mua không mua mua điện_máy xanh thế_giới di_động mua bảo hư đổi lỗi đổi máy mua thứ_hai phát_hiện lỗi gửi máy đổi văn kiểu đi thẩm_định thẩm_định không kết_quả lỗimà máy lỗi rõ_rành rành đấy nhân_viên thế_giới di_động công_nhận bọn thẩm_định máy không đổi bảo đổi phí đề chính_sách cùi bắp đấy lừa người_mua hàngvăn lỗi phần_mềm chạy cập_nhật máy chạy xong cập_nhật kêu gio lỗi phần_mềm đổimà chính_sách ghi hư đổi máy sản suất tự_nhiên lỗi phần_mềm đổi lỗi cứng đổi mua máy fpt mua đổi hàng lỗi chừa không bao mua đồ chi fpt ngán ngấy dụ mua bảo hành tệ,1
iphone-16-pro-max,máy bị lỗi sập nguồn có đem qua bảo hành cơ sở tại cầu diễn nhân viên không thèm kiểm tra máy lúc mình về quê tại ba vìm có gọi lên tổng đài bên tổng đài có báo đem ra cửa hàng thế giới di động gần nhất để được bảo hành mình có đem ra thế giới di động tản lĩnh ba vì bạn nhân viên lại báo đem xuống chỗ mua cầu diễn để bảo hành mà trước đó mình cũng có đem qua cửa hàng ở cầu diễn rồi không bạn nào kiểm tra lỗi cho mình cả mong thế giới di động đọc được đánh giá này và liên lạc hỗ trợ bảo hành cho mình,máy lỗi sập đem bảo hành cơ_sở cầu_diễn nhân_viên không thèm kiểm_tra máy quê vìm gọi tổng_đài tổng_đài báo đem cửa_hàng thế_giới di_động bảo hành đem thế_giới di_động tản lĩnh ba_vì nhân_viên báo đem xuống chỗ mua cầu_diễn bảo hành đem cửa_hàng cầu_diễn không kiểm_tra lỗi mong thế_giới di_động đọc liên_lạc bảo hành,1
iphone-16-pro-max,đơ màn và tự khởi động lại mặc dù đã định dạng và lên ios mới nhất vẫn bị gửi đi thẩm định ngày rồi còn ngày nữa xem kết luận thế nào,đơ màn khởi_động mặc định_dạng ios mới gửi đi thẩm_định kết_luận,3
iphone-16-pro-max,máy vừa mới mua bị hư do nhà sản xuất nhưng không cho đổi mua thì kêu chính sách bảo hành đổi bịp,máy mới mua hư sản_xuất không đổi mua kêu chính_sách bảo hành đổi bịp,1
iphone-16-pro-max,ok mà điều dòng mới os còn mới nên còn nhiều lỗi hy vọng bản sửa tất cả các lỗi sẽ ổn định hơn,ok dòng mới os mới lỗi hy_vọng sửa lỗi ổn_định,5
iphone-16-pro-max,máy hay bị sập nguồn liên tục giờ tôi phải làm sao có đổi máy liền cho tôi được không,máy sập liên_tục đổi máy liền không,4
iphone-16-pro-max,máy mua từ hôm mở bán đầu tiên cũng hay bị sập nguồn mở lại tần suất có khi ngày có khi ngày nhu cầu của mình cũng chỉ xem phim lướt mạng xã thôi có cách nào khắc phục không,máy mua hôm sập tần_suất nhu_cầu phim lướt mạng xã khắc_phục không,3
iphone-16-pro-max,mình mua về bị lỗi panicfull và reset counter lên hãng kiểm tra thì máy bảo không sao giờ thì có lúc ngày hiện lần có lúc ngày hiện lần,mua lỗi panicfull reset counter hãng kiểm_tra máy bảo không hiện hiện,4
iphone-16-pro-max,máy lỗi rành rành ra nói bảo hành đổi xong vòng vo tam quốc bịp bợm,máy lỗi rành rành bảo hành đổi xong vòng vo_tam quốc bịp_bợm,1
iphone-16-pro-max,không thể chấp nhận được mang máy đi bảo hành hơn ngày chưa có kết quả bị giờ muốn trả máy lại cho tgdđ do máy bị lỗi chứ không phải do khách hàng không thích dùng vẫn bị mất giá trị sản phẩm của cầm tiền đi mua máy máy hư mình mất tiền trong time chính sách đổi trả tưởng chính sách của tgdđ tốt hơn mua sai lầm,không thể chấp_nhận máy đi bảo hành kết_quả trả máy tgdđ máy lỗi không khách_hàng không sản_phẩm cầm tiền đi mua máy máy hư tiền time chính_sách đổi trả tưởng chính_sách tgdđ tốt mua sai_lầm,1
iphone-16-pro-max,tôi bị khởi động lại máy suốt không hài lòng sản phẩm,khởi_động máy_suốt không hài sản_phẩm,2
iphone-16-pro-max,lỗi reset và panic có đổi được không,lỗi reset panic đổi không,1
iphone-16-pro-max,hơi nóng,hơi nóng,5
iphone-16-pro-max,máy bị đơ cảm ứng,máy đơ cảm_ứng,1
iphone-16-pro-max,màn hình đã có quay video đến hỗ trợ kỹ thuật để đổi vì lỗi thì bảo phải gửi về hãng đến ngày có giấy mới đổi trong khi chính sách ghi đổi ngay và luôn nhưng yêu cầu có giấy thẩm định trong khi biết có giấy thẩm định phải đợi bên hãng nhưng vẫn ghi câu hư gì đổi nấy ngay và luôn lừa lần cuối mua hàng,màn_hình video kỹ_thuật đổi lỗi bảo gửi hãng giấy mới đổi chính_sách ghi đổi giấy thẩm_định giấy thẩm_định đợi hãng ghi câu hư đổi lừa mua hàng,1
iphone-16-pro-max,lỗi panic và reset mọi người nên cẩn thận khâu bảo hành đợi lâu đấy,lỗi panic reset cẩn_thận khâu bảo hành đợi đấy,1
iphone-16-pro-max,ok,ok,5
masstel-izi-10,mong tổng đài tư vấn chính sách bảo hành,mong tổng_đài tư_vấn chính_sách bảo hành,2
masstel-izi-10,ổn,ổn,4
masstel-izi-10,dòng này ra bị lỗi tự động tắt nguồn rồi bật lại mình đã đi đổi sản phẩm khác nhưng về dùng vẫn vậy,dòng lỗi tự_động tắt bật đi đổi sản_phẩm,1
masstel-izi-10,đã mua khoảng tháng nhưng loa đã hỏng không nghe được tôi cần liên lạc với cơ sở vôi lạng giang để giải quyết,mua loa hỏng không liên_lạc cơ_sở vôi lạng_giang giải_quyết,2
masstel-izi-10,mua đến nay được ngày xài mới ngày nguồn mở lúc lên lúc không lở xài hết pin sạc là không mở được nguồn luôn tôi cần hỗ trợ để trả lại máy,mua xài mới không lở xài hết pin sạc không trả máy,2
masstel-izi-10,pin rất nhanh hết để không xài ngày đã hết rồi,pin nhanh hết không xài hết,2
masstel-izi-10,chính sách tào lao 1 người mua máy người lớn tuổi bắt chạy ra tới cửa hàng mới bán,chính_sách tào_lao người_mua máy người_lớn bắt chạy cửa_hàng mới,1
masstel-izi-10,mua máy điện thoại cho người lớn tuổi bắt đem sim ra mới bán nhân viên trả lời người mua máy do qui định cty,mua máy điện_thoại người_lớn bắt đem sim mới nhân_viên trả_lời người_mua máy qui_định cty,1
masstel-izi-10,sản phẩm tốt nghe gọi rõ ràng pin sử dụng cũng ok,sản_phẩm tốt gọi rõ_ràng pin ok,5
masstel-izi-10,mình cần mua máy nhưng không có mục đặt hàng vui lòng liên hệ với mình ạ,mua máy không mục hàng vui_lòng liên_hệ,5
masstel-izi-10,cho mình hỏi quy định mới về điện thoại có 4g thì loại điện thoại này có dùng được nữa không hay phải thay điện thoại cảm ứng vào được internet ạ,quy_định mới điện_thoại 4g điện_thoại không thay điện_thoại cảm_ứng internet,5
masstel-izi-10,mình cần vạn máy 10 minh xxxx860567,vạn máy mười minh,5
masstel-izi-10,tot,tot,5
masstel-izi-10,loa to rõ,loa to,4
masstel-izi-10,giá rẻ phục vụ tận tình,giá rẻ phục_vụ tận_tình,5
masstel-izi-10,khi nghe gọi dù không có loa trong loa trong dùng chung với loa ngoài khi nghe cuộc gọi loa trong cứ phải quay lưng lại nghe mới rõ nếu không thì người bên cạnh nghe rõ hơn cả người cầm điện thoại nghe giờ muốn đổi sang điện thoại khác có loa trong riêng được không mua về chưa dùng gì nay mới cầm test thử,gọi không loa loa loa cuộc_gọi loa lưng mới không cạnh cầm điện_thoại đổi sang điện_thoại loa không mua mới cầm test thử,2
