product_id,comment,comment_clean,rating,label
iphone-13,mình mới mua con iphone thường 128g phần face id có cái đèn nháy nhấy trên tai thỏ sao nó không chớp vậy ạ cảm biến không có nháy nháy đèn cảm biến mong thế giới di động chỉ giúp ạ,mới mua iphone 128 g face id đèn_nháy nhấy tai thỏ không chớp cảm biến không nháy_nháy đèn cảm biến mong thế_giới di_động giúp,4,positive
iphone-13,mình mới mua con iphone thường 128g phần face id có cái đèn nháy nhấy trên tai thỏ sao nó không chớp vậy ạ cảm biến không có nháy nháy đèn cảm biến mong thế giới di động chỉ giúp ạ,mới mua iphone 128 g face id đèn_nháy nhấy tai thỏ không chớp cảm biến không nháy_nháy đèn cảm biến mong thế_giới di_động giúp,3,negative
iphone-13,mình mua điện thoại pin để qua đêm không dùng có tụt thỉnh thoảng vào các app như face zalo có bị đơ chụp ảnh ban ngày sắc nét tối thì tạm ngoài trời màn hình để mức sáng tối đa vẫn khó nhìn face thì ảnh sáng yếu là không nhận nhận diện khuôn mặt 128g thì dung lượng lưu trữ thấp toàn báo đầy lướt app lâu lâu đơ phát hoặc tự thoát app luôn sạc pin lâu lắm nếu để báo pin yếu thì sạc 45h mới đầy nên cứ là mình sạc lên dung lượng pin tốt nếu đi làm không sử dụng nhiều chỉ dùng lúc được nghỉ với và đọc tin nhắn công việc thì dùng được ngày nói chung với giá triệu hơi chát mong rằng độ bảo mật tốt và tính ổn định sẽ cao sau thời gian dài sử dụng nhân viên shop nhiệt tình tư vấn cài đặt cài từ iphone cũ sang rất đơn giản,mua điện_thoại pin đêm không tụt app face zalo đơ chụp ảnh ban_ngày sắc_nét tối tạm ngoài_trời màn_hình tối_đa face ảnh yếu không nhận_diện khuôn_mặt 128 g dung_lượng lưu_trữ toàn báo lướt app đơ phát thoát app sạc pin lắm báo pin yếu sạc 45 h mới sạc dung_lượng pin tốt đi không nghỉ đọc tin_nhắn công_việc giá triệu hơi chát mong độ bảo_mật tốt ổn_định thời_gian nhân_viên shop nhiệt_tình tư_vấn cài_đặt cài iphone cũ sang đơn_giản,4,positive
iphone-13,em mua điện thoại ip13 128gb từ điện thoại mình cũng dùng ít chỉ lướt mạng mỗi lần sạc pin điện thoại rất nóng và bây giờ pin xuống còn rất nhanh hết pin,mua điện_thoại ip13 128 gb điện_thoại lướt mạng sạc pin điện_thoại nóng pin xuống nhanh hết pin,3,negative
iphone-13,chắc là mình máy mắn máy rất tốt sạc cũng không nóng giữ pin lâu mấy bạn cứ bảo là nóng máy pin thì tuột nhanh mình không biết mấy bạn dùng cục sạc gì chứ theo các nhân mình mình dùng sạc anker năm năm rồi máy nào dùng cũng ổn pin không là vấn đề chứ dùng phụ kiện của apple rất tệ sạc nhanh nóng máy khả năng rất cao,máy mắn máy tốt sạc không nóng pin mấy bảo nóng máy pin tuột nhanh không mấy cục sạc nhân sạc anker máy ổn pin không vấn_đề phụ_kiện apple tệ sạc nhanh nóng máy khả_năng,5,positive
iphone-13,mới mua chưa được tháng pin còn,mới mua pin,3,negative
iphone-13,mình mua mà đến giờ bị tụt pin rồi,mua tụt pin,3,negative
iphone-13,mình còn đang trả góp điện thoại bây h có thể góp thêm cái nữa được không,trả_góp điện_thoại bây h thể góp không,3,negative
iphone-13,máy mua mới ngày đầu tiên để qua đêm tuột pin không rõ nguyên nhân,máy mua mới đêm tuột pin không nguyên_nhân,3,negative
iphone-13,máy dùng rất ok,máy ok,5,positive
iphone-13,tốt nhưng mà để qua đêm tuột,tốt đêm tuột,5,positive
iphone-13,tốt,tốt,5,positive
iphone-13,mình đang trả góp điện thoại có mua trả góp cái nữa được không,trả_góp điện_thoại mua trả_góp không,5,positive
iphone-13,điện thoại mua ngày không sử dụng để qua đêm tụt phần trăm bị lỗi phải không,điện_thoại mua không đêm tụt phần_trăm lỗi không,3,negative
iphone-13,máy để qua đêm tuột pin xuống còn mới xuất hiện tại hôm nay mình mua hồi pin còn,máy đêm tuột pin xuống mới hôm_nay mua hồi pin,4,positive
iphone-13,mình mới mua máy gần tháng sao sạc máy nóng quá ạ cốc sạc cũng nóng chụp hình hay quay phim máy cũng nóng luôn ạ,mới mua máy sạc máy nóng cốc sạc nóng chụp hình phim máy nóng,3,negative
iphone-13,mới mua ngày kết nối mạng yếu lắm sóng cũng yếu,mới mua kết_nối mạng yếu lắm sóng yếu,3,negative
iphone-13,chưa dùng được tháng pin tụt còn,pin tụt,4,positive
iphone-13,tốt,tốt,5,positive
iphone-13,cho em hỏi máy kết nối 4g mà chậm lắm ạ gửi tin nhắn lâu mới nhận được,máy kết_nối 4g chậm lắm gửi tin_nhắn mới,3,negative
iphone-13,máy mình mới mua ngày đến nay thấy pin tụt nhanh máy bị nóng khi sạc,máy mới mua pin tụt nhanh máy nóng sạc,4,positive
iphone-13,chị nhân viên chụp hộ hàng sài đẹp trải nghiệm lâu dài cho biết,nhân_viên chụp hộ hàng sài đẹp trải_nghiệm lâu_dài,5,positive
iphone-13,sao mà kết nối wifi mãi mới lên vậy kiểu mình ấn kết nối xong mà không có wifi ngay mà đợi tầm 30s mới hiện wifi á mà máy mới mua ngày thấy giật lag hoài,kết_nối wifi mãi mới kiểu ấn kết_nối xong không wifi đợi tầm 30 s mới hiện wifi máy mới mua giật lag hoài,3,negative
iphone-13,cho mình hỏi cài vấn đề về máy này được không,cài vấn_đề máy không,3,negative
iphone-13,cho hỏi này sao bắt wifi yếu hơn nhỉ có phải do mình cài đặt gì không nhỉ,bắt wifi yếu cài_đặt không,5,positive
iphone-13,cho mình hỏi là thay pin iphone thường chi phí hết nhiêu vậy ạ,thay pin iphone chi_phí hết nhiêu,4,positive
iphone-13,mới mua được ngày thế giới di động có thu hồi lại mất bao nhiêu ạ,mới mua thế_giới di_động thu_hồi bao nhiêu,5,positive
iphone-13,rất tốt mượt và camera chụp hình đẹp sắc nét,tốt mượt camera chụp hình đẹp sắc_nét,5,positive
iphone-13,em muốn hỏi em mua iphone máy mới em dùng được tháng máy vẫn pin nguyên giờ em muốn bán thì thế giới di động có mua lại không ạ và giá mua lại bao nhiêu ạ,mua iphone máy mới máy pin nguyên thế_giới di_động mua không giá mua bao nhiêu,5,positive
iphone-13,sản phẩm tốt màu xanh dương đẹp chiến game trong vài năm tới,sản_phẩm tốt màu_xanh dương đẹp chiến game,5,positive
iphone-13,hợp lý,hợp_lý,5,positive
iphone-13,sao điện thoại tắt chế độ máy bay tắt wifi gạt hết ứng dụng đi ngủ sáng mất mấy pin,điện_thoại tắt chế_độ máy_bay tắt wifi gạt hết ứng_dụng đi ngủ mấy pin,3,negative
iphone-13,mới mua dùng thấy ổn máy thiết kế đẹp hàng mới nên an tâm về chất lượng,mới mua ổn máy thiết_kế đẹp hàng mới an_tâm chất_lượng,5,positive
iphone-13,mình mua được tháng rồi mà sao tình trạng pin tuột nhanh từ tuột thành,mua pin tuột nhanh tuột thành,4,positive
iphone-13,chất lượng ổn giá ok mua ngày được tư vấn bởi quản lý quốc bảo ở đường tây lân bình tân,chất_lượng ổn giá ok mua tư_vấn quản_lý quốc bảo đường tây lân bình_tân,5,positive
iphone-13,mua ở điện máy xanh 13128g được tháng máy dùng ok pin còn 100g tư vấn ok,mua điện_máy xanh 13128 g máy ok pin 100 g tư_vấn ok,5,positive
iphone-13,rất hài lòng với sản phẩm này,hài sản_phẩm,5,positive
iphone-13,máy đêm không dùng gì tắt hết wifi 4g sáng dậy tụt bin mới mua được ngày,máy đêm không tắt hết wifi 4g dậy tụt bin mới mua,3,negative
iphone-13,mình đang góp dòng này cho mình hỏi mình thanh toán khoản góp theo tháng bằng thẻ visa tại cửa hàng được không ạ,góp dòng thanh_toán khoản góp thẻ visa cửa_hàng không,4,positive
iphone-13,máy mới mua tuần nhưng sài đôi khi bị nóng,máy mới mua tuần sài đôi nóng,4,positive
iphone-13,cho mình hỏi iphone hàng qua sử dụng ở thế giới di động là máy mới chưa qua sửa chữa gì phải không ạ,iphone hàng thế_giới di_động máy mới sửa_chữa không,5,positive
iphone-13,đối với mình thì không chê vào đâu được cam ổn game ổn màn hình đẹp pin thì biết mua mới đã là ok rồi nhé nhân viên tư vấn nhiệt tình mua tại phú thọ cẩm khê tt sông thao,đối không chê cam ổn game ổn màn_hình đẹp pin mua mới ok nhân_viên tư_vấn nhiệt_tình mua phú_thọ cẩm_khê tt sông_thao,5,positive
iphone-13,cam sau chụp gần không lấy nét được ảnh mờ,cam chụp không nét ảnh mờ,3,negative
iphone-13,mua được tháng dùng thấy ổn mà,mua ổn,5,positive
iphone-13,máy sài ok,máy sài ok,4,positive
iphone-13,iphone mua hoài sau khi mua về pin trâu lắm mà xài được vài ngày pin tuột kinh khủng không biết sau nữa,iphone mua hoài mua pin trâu lắm xài pin tuột kinh_khủng không,3,negative
iphone-13,rất ok,ok,5,positive
iphone-13,mình mới mua iphone ngày trên trang thế giới di động os sao máy mình mở ra đã pin xuống nhanh máy lúc nào cũng trong tình trạng nóng,mới mua iphone trang thế_giới di_động os máy pin xuống nhanh máy nóng,3,negative
iphone-13,tạm,tạm,3,negative
iphone-13,tốt hơn mong đợi nha mọi người ơi nên mua nhé,tốt mong_đợi nha mua,5,positive
iphone-13,rất tôt,tốt,4,positive
iphone-13,cho em hỏi máy em mua ngày sao trong bảo hành để đến hết ngày với lại trên web thế giới di động để máy chạy ios mà em về nhà xem lại là ios,máy mua bảo hành hết web thế_giới di_động máy chạy ios ios,3,negative
iphone-13,mình mua iphone thường 128g hồi tháng bây giờ mình muốn đổi lên ip15 thường 128g thì cần bù thêm bao nhiêu tiền ạ,mua iphone 128 g hồi đổi ip15 128 g bù bao nhiêu tiền,4,positive
iphone-13,xài ổn định mượt mà,xài ổn_định mượt_mà,5,positive
iphone-13,máy mua được hai tháng đã thấy bị bong lớp mạ bên ngoài,máy mua hai bong lớp mạ,3,negative
iphone-13,máy dùng ok lắm anh nhân viên nhiệt tình vui vẻ,máy ok lắm nhân_viên nhiệt_tình vui_vẻ,5,positive
iphone-13,điện thoại mình mua hồi tháng đến giờ là gần năm pin còn điện thoại nhỏ gọn màu xinh,điện_thoại mua hồi pin điện_thoại nhỏ gọn màu xinh,4,positive
iphone-13,dùng rất êm mượt mà pin dùng ngày nếu chỉ lên mạng bình thường,êm mượt_mà pin mạng bình_thường,5,positive
iphone-13,hươu em mua ngày tới nay sạc lần tại em còn xài máy cũ chưa chuyển hết qua máy mới mà tuột pin kinh khủng để cả ngày khi xài đã tắt wifi các kết nối pin tuột tầm khoảng để qua đêm tuột thêm em hoang mang quá không biết có bị gì không ạ,hươu mua sạc xài máy cũ hết máy mới tuột pin kinh_khủng xài tắt wifi kết_nối pin tuột tầm đêm tuột hoang_mang không không,4,positive
iphone-13,điện thoại bị xước camera bên trong chụp bị nhòe mình đem ra cửa hàng mà phải gửi đi hãng thậm chí đúng lỗi mới cho đổi hả shop mất 10 ngày lo lắng quá,điện_thoại xước camera chụp nhòe đem cửa_hàng gửi đi hãng chí lỗi mới đổi hả shop mười lo_lắng,3,negative
iphone-13,máy mới mua được tuần trải nghiệm khá ok mình không dùng nhiều tác vụ nên thấy máy khá mượt có điểm trừ duy nhất là máy để qua đêm bị tụt tầm dù đã để chế độ máy bay tắt các chế độ liên quan nhưng vẫn bị tụt không biết sao luôn,máy mới mua tuần trải_nghiệm khá ok không tác_vụ máy khá mượt điểm trừ duy_nhất máy đêm tụt tầm chế_độ máy_bay tắt chế_độ tụt không,4,positive
iphone-13,đã mua và trải nghiệm cực kì hài lòng nha các bạn,mua trải_nghiệm cực kì hài nha,5,positive
iphone-13,điện thoại chơi games rất mượt camera nét lắm nói chung là rất thích,điện_thoại games mượt camera nét lắm,5,positive
iphone-13,mua iphone thế giới di động không có cổng sạc hả anh,mua iphone thế_giới di_động không cổng sạc hả,3,negative
iphone-13,mua được mấy bữa thì cứ báo tràn ram và tắt nguồn khi sạc qua đêm mặc dù trước đó xài iphone đời cũ hơn không bị tình trạng này ra chạy chuẩn đoán thì báo bình thường mà về bị tận lần bảo cập nhật lên rồi cũng không hết được,mua mấy bữa báo tràn ram tắt sạc đêm mặc xài iphone đời cũ không chạy chuẩn đoán báo bình_thường tận bảo cập_nhật không hết,3,negative
iphone-13,đẹp cầm vừa tay gọn thêm ốp nữa là ok mình mua được hơn 1 tháng rồi chưa thấy vấn đề gì nhân viên tgđ phương lâm tân phú đồng nai phục vụ khách hàng rất tốt vui vẻ chỉn chu cài đặt từ a đến z rất ưng ý,đẹp cầm gọn ốp ok mua vấn_đề nhân_viên thế_giới di_động phương lâm tân_phú đồng_nai phục_vụ khách_hàng tốt vui_vẻ chỉn_chu cài_đặt a z ưng_ý,5,positive
iphone-13,mua mới tại điểm mà không được hỗ trợ dán kính cường lực,mua mới điểm không dán kính cường_lực,4,positive
iphone-13,rất tốt,tốt,5,positive
iphone-13,em mới dùng iphone chưa đầy tháng nhưng mỗi lần sạc đều nóng có ổn không ạ em nghe nói nóng quá sẽ bị chạy pin em không vừa dùng vừa sạc vẫn nóng ạ,mới iphone sạc nóng ổn không nóng chạy pin không sạc nóng,3,negative
iphone-13,cho hỏi iphone mình dùng ốp trong suốt nếu dùng sạc không dây thì có phải tháo ốp không nhỉ,iphone ốp trong_suốt sạc không dây tháo ốp không,3,negative
iphone-13,mình có mua iphone tại tgdđ cách đây năm giờ mình muốn đổi máy mới có được không,mua iphone tgdđ đổi máy mới không,5,positive
iphone-13,mình mới sử dụng nên chưa đánh giá được nhiều máy đẹp cứng cáp mượt có vấn đề không hài lòng có chương trình trợ giá dán cường lực cho máy mà cửa hàng lại không dán miếng dáng cường lực cho máy báo hết toàn hệ thống vậy trợ giá này không sử dụng được phải ra ngoài ý,mới máy đẹp cứng_cáp mượt vấn_đề không hài chương_trình trợ_giá dán cường_lực máy cửa_hàng không dán miếng dáng cường_lực máy báo hết toàn hệ_thống trợ_giá không,4,positive
iphone-13,anh chị em sinh đôi khi cài face id trên iphone người này vẫn mở khoá face id trên điện thoại của người kia được điều này không thật sự bảo mật trên thiết bị iphone như mình nghĩ,sinh đôi cài face id iphone khoá face id điện_thoại kia không bảo_mật thiết_bị iphone,4,positive
iphone-13,sao mình mua dùng được ngày mà bàn phím đang đánh chữ nó cứ tự nhảy sang số là sao nhỉ có phải bị lỗi cảm ứng không,mua bàn_phím đánh chữ nhảy sang lỗi cảm_ứng không,4,positive
iphone-13,rất tốt,tốt,5,positive
iphone-13,mục đích mình sử dụng đơn giản lên cũng chẳng biết đánh giá sao nhưng có đặc điểm là mình không còn thấy nhức mỏi mắt như lúc mình dùng karaoke và live nghe gọi đây độ nét không bị vấp,mục_đích đơn_giản chẳng đặc_điểm không nhức mỏi mắt karaoke live gọi độ_nét không vấp,5,positive
iphone-13,ad ơi sao cập nhật lên io bị hao pin quá ad có cách nào quay lại bản cũ không ạ,ad cập_nhật io hao pin ad cũ không,3,negative
iphone-13,mình đã dùng hơn 2 tháng và thấy pin khoẻ chất lượng ok dù chưa biết hết công dụng của nó,hai pin khoẻ chất_lượng ok hết công_dụng,5,positive
iphone-13,máy dùng ổn nhưng pin tụt rất nhanh pin tụt nhanh thì có thể đổi mới trong vòng tháng không ạ,máy ổn pin tụt nhanh pin tụt nhanh thể đổi_mới vòng không,3,negative
iphone-13,hàng ok,hàng ok,5,positive
iphone-13,đối với mình máy ok có vấn đề là vào camera chụp hình thì tí bị văng ra bên thế giới di động có cách nào khắc phục không mình cũng khởi động lại thiết bị rồi hay cần ra trực tiếp cửa hàng ạ,đối máy ok vấn_đề camera chụp hình tí văng thế_giới di_động khắc_phục không khởi_động thiết_bị cửa_hàng,4,positive
iphone-13,mới mua iphone được tháng giờ muốn đổi lên iphone thì bù bao nhiêu tiền ạ,mới mua iphone đổi iphone bù bao nhiêu tiền,5,positive
iphone-13,máy rất mượt,máy mượt,4,positive
iphone-13,pin tụt nhanh không biết có ổn không,pin tụt nhanh không ổn không,4,positive
iphone-13,máy rất ok nhưng hài lòng nhất là nhân viên của dm rất nhiệt tình với khách hàng,máy ok hài nhân_viên dm nhiệt_tình khách_hàng,5,positive
iphone-13,pin tụt nhanh có dễ đổi mới không vậy,pin tụt nhanh dễ đổi_mới không,3,negative
iphone-13,dùng ok,ok,5,positive
iphone-13,rất tốt,tốt,5,positive
iphone-13,quá ok,ok,5,positive
iphone-13,điện thoại xài ổn,điện_thoại xài ổn,5,positive
iphone-13,sản phẩm sử dụng tốt sẽ ủng hộ lâu dài nhân viên hỗ trợ rất tốt,sản_phẩm tốt ủng_hộ lâu_dài nhân_viên tốt,5,positive
iphone-13,cuộc tình dù đúng hay sai thì xem phần bình luận và đánh giá của iphone vẫn cảm thấy yên tâm nhất các hãng khác thấy toàn bị chê,cuộc_tình sai bình_luận iphone yên_tâm hãng toàn chê,5,positive
iphone-13,nhân viên tư vấn rất nhiệt tình,nhân_viên tư_vấn nhiệt_tình,5,positive
iphone-13,ok xài rất ok pin trâu,ok xài ok pin trâu,4,positive
iphone-13,thời gian trước hay mua quán lẻ ở ngoài máy kém chất lượng từ khi mua máy từ thời phone 6s tới sài máy thế giới di động yên tâm thật,thời_gian mua quán lẻ máy kém chất_lượng mua máy thời phone 6 s sài máy thế_giới di_động yên_tâm,5,positive
iphone-13,tôm,tôm,5,positive
iphone-13,sản phẩm tốt nhân viên điện xã gia an phục vụ rất tốt,sản_phẩm tốt nhân_viên điện xã gia_an phục_vụ tốt,5,positive
iphone-13,sản phẩm dùng sau gần tháng khá ok thời lượng pin tốt trải nghiệm hiệu năng tốt máy ảnh dùng mức khá so với dòng flaship,sản_phẩm khá ok thời_lượng pin tốt trải_nghiệm hiệu_năng tốt máy_ảnh khá dòng flaship,5,positive
iphone-13,ok,ok,4,positive
iphone-13,ok,ok,5,positive
iphone-13,tuyệt vời,tuyệt_vời,5,positive
iphone-13,tot,tot,4,positive
iphone-13,điện thoại sài ổn pin ok,điện_thoại sài ổn pin ok,4,positive
iphone-13,iphone dùng mượt,iphone mượt,5,positive
iphone-13,tốt,tốt,5,positive
iphone-13,dùng hơn năm mọi thứ điều ổn có điều dùng cẩn thận lắm vẫn tróc sơn vấn đề tróc tróc sơn là muôn thuở với iphone làm từ vật liệu nhôm thường cầm nắm gọn nhẹ thích hợp cho người dùng phổ thông đến nay iphone đã giảm thời gian này nên mua trải nghiệm,ổn cẩn_thận lắm tróc sơn vấn_đề tróc tróc sơn muôn_thuở iphone vật_liệu nhôm cầm nắm gọn nhẹ thích_hợp người_dùng phổ_thông iphone giảm thời_gian mua trải_nghiệm,5,positive
iphone-13,máy gì thoát ra hoài nổi quạo hả,máy thoát hoài nổi quạo hả,3,negative
iphone-13,ok men,ok men,4,positive
iphone-13,tốt,tốt,4,positive
iphone-13,máy dùng tốt mượt mỗi tội màu xanh lá của mình dễ bị tróc sơn khung viền quá,máy tốt mượt tội màu_xanh lá dễ tróc sơn khung viền,5,positive
iphone-13,máy cắm sạc bị nóng,máy cắm sạc nóng,3,negative
iphone-13,theo giới di động có thu máy cũ không,giới di_động thu máy cũ không,5,positive
iphone-13,nice,nice,5,positive
iphone-13,rất tốt,tốt,4,positive
iphone-13,mình mua màu đen nhưng đem về nhà thấy màu xanh,mua màu_đen đem màu_xanh,4,positive
iphone-13,khá tốt,khá tốt,4,positive
iphone-13,tốt,tốt,5,positive
iphone-13,sản phẩm tốt,sản_phẩm tốt,5,positive
iphone-13,có thai do tự tử,thai_do tự_tử,5,positive
iphone-13,tối qua vừa đi mua xong phải nói là chim ưng nhà nhân viên tư vấn nhiệt tình nữa dùng thích lắm luôn màu hồng đẹp thực sự,tối đi mua xong chim_ưng nhân_viên tư_vấn nhiệt_tình lắm màu_hồng đẹp,5,positive
iphone-13,nhân viên giao hàng nhiệt tình,nhân_viên giao hàng nhiệt_tình,5,positive
iphone-13,xịn,xịn,5,positive
iphone-13,nhân viên tư vấn nhiệt tình anh quản lí thì bao dễ thương xử lí rất hợp tình hợp lí,nhân_viên tư_vấn nhiệt_tình quản_lí bao dễ_thương xử_lí hợp tình hợp_lí,5,positive
iphone-13,gooodd,gooodd,5,positive
iphone-13,máy mượt gia công tốt thời lượng pin tốt khá hài lòng,máy mượt gia_công tốt thời_lượng pin tốt khá hài,5,positive
iphone-13,mọi thứ đều ok,ok,5,positive
iphone-13,máy mượt pin ok không nóng máy dùng lâu cảm nhận thêm mình đi rất nhiều nơi để tham khảo nhưng cuối cùng vẫn quyết định chọn mua tại thế giới di động dù giá cao hơn nhưng dịch vụ khách hàng theo mình đánh giá vẫn tốt nhất trước giờ mình chỉ mua tại thế giới di động cảm ơn em gái thế giới di động võ văn ngân tư vấn hướng dẫn tận tình sẽ tiếp tục ủng hộ thế giới di động,máy mượt pin ok không nóng máy cảm_nhận đi tham_khảo quyết_định mua thế_giới di_động giá dịch_vụ khách_hàng tốt mua thế_giới di_động em_gái thế_giới di_động võ văn ngân tư_vấn hướng_dẫn tận_tình ủng_hộ thế_giới di_động,5,positive
iphone-13,tốt,tốt,5,positive
iphone-13,ổn,ổn,4,positive
iphone-13,tốt,tốt,5,positive
iphone-13,tốt,tốt,5,positive
iphone-14,anh cho hỏi thay pin zin ở cửa hàng quyền apple về có hiện thị pin không ạ,thay pin zin cửa_hàng quyền apple hiện thị pin không,3,negative
iphone-14,dùng được năm rồi máy vẫn chạy tốt mua ở điện máy xanh và thế giới di động bao uy tín,máy chạy tốt mua điện_máy xanh thế_giới di_động bao uy_tín,5,positive
iphone-14,có ai bị quay time lapse cam trước không lưu video như em không ạ,time lapse cam không_lưu video không,3,negative
iphone-14,hàng rất ok camera chụp ảnh đẹp quay video có chống rung quang học rất tốt pin trâu cả ngày làm việc ok không có điểm chê trách,hàng ok camera chụp ảnh đẹp video chống rung quang_học tốt pin trâu làm_việc ok không điểm chê_trách,5,positive
iphone-14,quả máy mới mua hơn tháng năm mà trượt lúc được lúc không máy thì dùng ô khê,máy mới mua trượt không máy ô khê,5,positive
iphone-14,cho mình hỏi mình mua điện thoại lúc tháng đến nay dây cáp sạc của mình lúc sạc pin được lúc không thì có được đổi dây cáp sạc không vậy,mua điện_thoại dây_cáp sạc sạc pin không đổi dây_cáp sạc không,3,negative
iphone-14,máy xài ngon ai đánh giá tệ thì kệ,máy xài ngon tệ kệ,5,positive
iphone-14,cho em hỏi ip14 thường 128g có tuột pin không ạ em mới mua về sạc pin đầy sử dụng fb thì tiếng thì hết pin nếu không ad fb youtube chỉ sd zalo có tên mới đọc thì sẽ từ sáng đến 8h tối không vào các ứng dụng khác hiện tại em đã xoá hết các ứng dụng để lại trên điện thoại duy nhất ứng dụng zalo và gojeck sd từ sáng đến 7h tối là hết pin rất hiếm khi mở điện thoại lên với thượng pin như vậy có ổn không chứ mua điện thoại xịn mà không dám tải cái gì hết trơn,ip14 128 g tuột pin không mới mua sạc pin tiếng hết pin không ad zalo mới đọc 8 h tối không ứng_dụng xoá hết ứng_dụng điện_thoại duy_nhất ứng_dụng zalo gojeck 7 h tối hết pin hiếm điện_thoại thượng pin ổn không mua điện_thoại xịn không dám tải hết trơn,3,negative
iphone-14,mướt mườn mượt điểm không có nhưng chụp ảnh nét nét luôn cầm vừa tay không bị to hay nặng quá nói chung là ưngg luôn đồng hành cùng với thế giới di động,mướt mườn mượt điểm không chụp ảnh nét nét cầm không to ưngg đồng_hành thế_giới di_động,5,positive
iphone-14,mượt mà chụp ảnh xuất sắc tạm thời rất ưng ý,mượt_mà chụp ảnh xuất_sắc tạm_thời ưng_ý,5,positive
iphone-14,tốt,tốt,5,positive
iphone-14,máy rất tốt rất hài lòng về sản phẩm,máy tốt hài sản_phẩm,5,positive
iphone-14,oki,oki,4,positive
iphone-14,điện thoại rất tốt,điện_thoại tốt,5,positive
iphone-14,đã mua iphone tại thế giới di động,mua iphone thế_giới di_động,5,positive
iphone-14,sản phẩm dùng tốt bạn quới shop nguyễn tri phương q5 hổ trợ nhiệt tình truyền dữ liệu chú bảo vệ thân thiện niềm nở sẽ giới thiệu cho gia đình đến mua thường xuyên yên tâm khi mua hàng tại thế giới di động,sản_phẩm tốt quới shop nguyễn tri phương q5 hổ trợ nhiệt_tình truyền dữ_liệu bảo_vệ thân_thiện niềm_nở giới_thiệu gia_đình mua thường_xuyên yên_tâm mua hàng thế_giới di_động,5,positive
iphone-14,sản phẩm tốt nguyên seal nguyên kiện,sản_phẩm tốt nguyên seal nguyên kiện,5,positive
iphone-14,sản phẩm rất ok,sản_phẩm ok,5,positive
iphone-14,sản phẩm dùng rất tốt,sản_phẩm tốt,5,positive
iphone-14,còn hơi chậm chưa mượt lắm,hơi chậm mượt lắm,3,negative
iphone-14,tôm,tôm,5,positive
iphone-14,tuyệt vời,tuyệt_vời,5,positive
iphone-14,ok,ok,5,positive
iphone-14,nổi nóng máy,nổi_nóng máy,3,negative
iphone-14,sản phẩm dùng ok,sản_phẩm ok,5,positive
iphone-14,nhân viên nhiệt tình ok,nhân_viên nhiệt_tình ok,4,positive
iphone-14,mượt chụp ảnh đẹp mỗi tội pin không lâu như mong đợi xài từ sáng đến chiều là đã hết sạch pin,mượt chụp ảnh đẹp tội pin không mong_đợi xài chiều hết_sạch pin,5,positive
iphone-14,tốt,tốt,4,positive
iphone-14,dịch vụ ok,dịch_vụ ok,5,positive
iphone-14,hàng sử dụng tốt,hàng tốt,5,positive
iphone-14,rất tốt,tốt,5,positive
iphone-14,tốt,tốt,5,positive
iphone-14,tốt,tốt,5,positive
iphone-14,sản phẩm dùng tốt bạn quới shop nguyễn tri phương q5 hổ trợ nhiệt tình truyền dữ liệu chú bảo vệ thân thiện niềm nở sẽ giới thiệu cho gia đình đến mua thường xuyên yên tâm khi mua hàng tại thế giới di động,sản_phẩm tốt quới shop nguyễn tri phương q5 hổ trợ nhiệt_tình truyền dữ_liệu bảo_vệ thân_thiện niềm_nở giới_thiệu gia_đình mua thường_xuyên yên_tâm mua hàng thế_giới di_động,5,positive
iphone-14,sản phẩm tốt nguyên seal nguyên kiện,sản_phẩm tốt nguyên seal nguyên kiện,5,positive
iphone-14,sản phẩm rất ok,sản_phẩm ok,5,positive
iphone-14,sản phẩm dùng rất tốt,sản_phẩm tốt,5,positive
iphone-14,còn hơi chậm chưa mượt lắm,hơi chậm mượt lắm,3,negative
iphone-14,tôm,tôm,5,positive
iphone-14,tuyệt vời,tuyệt_vời,5,positive
iphone-14,ok,ok,5,positive
iphone-14,nổi nóng máy,nổi_nóng máy,3,negative
iphone-14,sản phẩm dùng ok,sản_phẩm ok,5,positive
iphone-14,nhân viên nhiệt tình ok,nhân_viên nhiệt_tình ok,4,positive
iphone-14,mượt chụp ảnh đẹp mỗi tội pin không lâu như mong đợi xài từ sáng đến chiều là đã hết sạch pin,mượt chụp ảnh đẹp tội pin không mong_đợi xài chiều hết_sạch pin,5,positive
iphone-14,tốt,tốt,4,positive
iphone-14,dịch vụ ok,dịch_vụ ok,5,positive
iphone-14,hàng sử dụng tốt,hàng tốt,5,positive
iphone-14,rất tốt,tốt,5,positive
iphone-14,tốt,tốt,5,positive
iphone-14,tốt,tốt,5,positive
iphone-14,sao mới dùng có ngày cầm nó như bị thay vậy,mới cầm thay,3,negative
iphone-14,sản phẩm rát tốt,sản_phẩm rát tốt,4,positive
iphone-14,tôi xài ok cảm ơn tgđ,xài ok thế_giới di_động,4,positive
iphone-14,sản phẩm ok,sản_phẩm ok,5,positive
iphone-14,tốt,tốt,4,positive
iphone-14,ngày đầu tiên bàn phím hơi lag tải các app khác mở lên thì lại mắc dù wifi rất mạnh,bàn_phím hơi lag tải app mắc wifi,3,negative
iphone-14,ok,ok,5,positive
iphone-14,tốt,tốt,5,positive
iphone-14,rất đẹp rất mượt,đẹp mượt,5,positive
iphone-14,còn thời gian dài nữa mới biết như thế nào,thời_gian mới,4,positive
iphone-14,ok,ok,5,positive
iphone-14,ok,ok,5,positive
