product_id,comment,comment_clean,rating
oppo-reno12-5g-12gb-512gb,tốt,tốt,5
oppo-reno12-5g-12gb-512gb,chưa trải nghiệm nhiều nhưng cam ok nè,trải_nghiệm cam ok nè,4
oppo-reno12-5g-12gb-512gb,tốt,tốt,5
oppo-reno12-f-5g-12gb-256gb,còn hàng không bạn,hàng_không,5
oppo-reno12-f-5g-12gb-256gb,sài ke có điều dán cường lực nó không nhạy lắm lâu lâu cũng không ăn sạc pin nhanh cực kì,sài ke dán cường_lực không nhạy lắm không sạc pin nhanh cực kì,5
oppo-reno12-f-5g-12gb-256gb,mình xài thấy cũng ok mà không biết có dán kính cường lực xài được không mình dán kính cường lực mà không xài được dấu vân tay nó cứ báo vệ sinh tay với chỗ cảm ứng dấu vân tay mà mình thấy không có dơ mà nó cứ báo hoài,xài ok không dán kính cường_lực xài không dán kính cường_lực không xài dấu vân_tay báo vệ_sinh chỗ cảm_ứng dấu vân_tay không dơ báo hoài,4
oppo-reno12-f-5g-12gb-256gb,sao mày hao pin quá vậy không sài cũng tụt pin nữa,mày hao pin không sài tụt pin,3
oppo-reno12-f-5g-12gb-256gb,mới mua ngày giá 9190000đ nay giảm tương lai chắc giảm nữa,mới mua giá 9190000 đ giảm tương_lai giảm,3
oppo-reno12-f-5g-12gb-256gb,không hài lòng về pin xuống nhanh,không hài pin xuống nhanh,4
oppo-reno12-f-5g-12gb-256gb,reno 12g 5g có chống nước không ạ,reno 12 g 5 g chống không,4
oppo-reno12-f-5g-12gb-256gb,cho mình hỏi trả chậm khác trả góp cho nào vậy,trả chậm trả_góp,4
oppo-reno12-f-5g-12gb-256gb,cho mình hỏi máy này có tính năng làm đẹp trong cuộc gọi nhưng sao khi vào cài đặt thì không có máy bảo tải thêm ứng dụng thì cụ thể là ứng dụng nào nhờ thế giới di động hướng dẫn thêm mình cảm ơn,máy tính_năng đẹp cuộc_gọi cài_đặt không máy bảo tải ứng_dụng ứng_dụng thế_giới di_động hướng_dẫn,3
oppo-reno12-f-5g-12gb-256gb,cho hỏi tại sao không có chức năng chia đôi màn hình mặc dù ở phần giới thiệu điện thoại lại ghi là có đa cổ sổ chia đôi màn hình,không chức_năng chia đôi màn_hình mặc giới_thiệu điện_thoại ghi đa cổ sổ chia đôi màn_hình,3
oppo-reno12-f-5g-12gb-256gb,máy mạnh camera đẹp mua từ lúc mới ra được tặng loa nghe rất hay cảm ơn thế giới di động,máy camera đẹp mua mới tặng loa thế_giới di_động,5
oppo-reno12-f-5g-12gb-256gb,camera đẹp từ lúc mua về tôi thấy thích chụp hình hơn chụp cả buổi không thấy pin hao mấy xài tháng nay vẫn ổn mượt,camera đẹp mua chụp hình chụp không pin hao mấy xài ổn mượt,5
oppo-reno12-f-5g-12gb-256gb,tôi rất thích chụp hình nên đã chọn máy này phải nói là hợp ý lắm camera đẹp nét pin dùng cũng cả ngày,chụp hình máy hợp lắm camera đẹp nét pin,5
oppo-reno12-f-5g-12gb-256gb,xem thông số kỹ thuật thì camera sau xoá ai tẩy ai xoá phông xoá nền đầy đủ đống lợi ích về mở ra không có đem lại kỹ thuật tại quầy bán thì nói chỉ có tải app về mới làm được của vậy là sau,thông_số kỹ_thuật camera xoá tẩy xoá phông xoá đầy_đủ đống lợi_ích không đem kỹ_thuật quầy tải app mới,3
oppo-reno12-f-5g-12gb-256gb,bây giờ mình muốn đổi con 12 tuổi phụ thêm tiền thì có được không nhỉ,đổi 12 phụ tiền không,4
oppo-reno12-f-5g-12gb-256gb,điện thoại em mua trả góp khoảng ngày em muốn đổi lại điện thoại khác thì có tốn phí gì không ạ,điện_thoại mua trả_góp đổi điện_thoại tốn_phí không,3
oppo-reno12-f-5g-12gb-256gb,sau trên này ghi mà hôm qua em ra ttjd lại lấy giá là sao vậy,ghi hôm_qua ttjd giá,3
oppo-reno12-f-5g-12gb-256gb,tại sao không có tính năng tẩy đi ở phần chỉnh sửa ảnh vậy,không tính_năng tẩy đi chỉnh sửa ảnh,3
oppo-reno12-f-5g-12gb-256gb,cũng dược dùng ít pin chạy nhanh,dược pin chạy nhanh,3
oppo-reno12-f-5g-12gb-256gb,mua được ngày thấy không hài lòng cam mờ tối chỉnh sáng cũng vậy nhất là quay trong nhà lướt thì tạm ổn muốn đổi máy khác,mua không hài cam mờ tối chỉnh lướt tạm ổn đổi máy,3
oppo-reno12-f-5g-12gb-256gb,rất hài lòng về cách của nhân viên phục vụ và máy đẹp xài rất là ok,hài nhân_viên phục_vụ máy đẹp xài ok,5
oppo-reno12-f-5g-12gb-256gb,ok trong tầm giá không chơi game nên thấy ok cấu hình thì không cao lắm bật hz nên mới nhanh,ok tầm giá không game ok cấu_hình không lắm bật hz mới nhanh,5
oppo-reno13-f-5g,màn hình mua tối ngày hôm qua không xài vẫn nóng bừng dù để phòng máy lạnh,màn_hình mua tối hôm_qua không xài nóng bừng phòng máy_lạnh,3
oppo-reno13-f-5g,cái gì cũng ổn chỉ có pin là chưa được ngày đã hết pin giới thiệu pin trâu nhưng xài chưa hết ngày là hết pin,ổn pin hết pin giới_thiệu pin trâu xài hết hết pin,3
oppo-reno13-f-5g,máy ổn mượt nhưng không tải được ứng dụng thứ ba trong khi mình mua máy để sử dụng các ứng dụng này cảm thấy hối hận trong khi con oppo renot12 thì tải được nếu được xin nhân viên hỗ trợ,máy ổn mượt không tải ứng_dụng mua máy ứng_dụng hối_hận oppo renot12 tải nhân_viên,4
oppo-reno13-f-5g,máy nhanh nóng cảm thì mờ gọi thoại zalo tầm là nóng xỉu sd mới 1 tháng nhưng có lỗi giật lag không mượt pin sạc cũng lâuall thông báo đã bật nhưng không hiện nhiều lúc cảm ứng không mượt nữa đang muốn đổi qua sản phẩm khác nhưng đang trả góp không biết phải làm sao luôn,máy nhanh nóng cảm mờ gọi thoại zalo tầm nóng xỉu mới lỗi giật lag không mượt pin sạc lâuall thông_báo bật không hiện cảm_ứng không mượt đổi sản_phẩm trả_góp không,3
oppo-reno13-f-5g,này họ có sử dụng được vân tay hả mọi người,vân_tay hả,4
oppo-reno13-f-5g,điện thoại sài ok mượt mà trải nghiệm được tháng thấy ok nên mua như mọi người,điện_thoại sài ok mượt_mà trải_nghiệm ok mua,5
oppo-reno13-f-5g,điện thoại này bắt sóng wifi 5g hơi kém điện thoại này có thực sự xuống nước quay phim chụp ảnh được không còn chưa biết,điện_thoại bắt sóng wifi 5 g hơi kém điện_thoại xuống phim chụp ảnh không,3
oppo-reno13-f-5g,mới mua dùng ngày cảm thấy máy nóng đi bin nhanh điện thoại video mờ,mới mua máy nóng đi bin nhanh điện_thoại video mờ,3
oppo-reno13-f-5g,mình mới mua mới ngày muốn đổi lại dòng khác có mất phí gì không xin được tư vấn,mới mua mới đổi dòng phí không tư_vấn,3
oppo-reno13-f-5g,pin dùng ổn mọi chức năng ok cảm ứng mượt mà vì mình không chơi game nên không đánh giá được hết thời lượng chụp ảnh ok nhược điểm bắt wifi yếu vào mạng kém hơn các dòng khác,pin ổn chức_năng ok cảm_ứng mượt_mà không game không hết thời_lượng chụp ảnh ok nhược_điểm bắt wifi yếu mạng kém dòng,3
oppo-reno13-f-5g,không bứt phá nhiều mà giá cao phù hợp cho nhu cầu giải trí bình thường chụp ảnh quay phim hơi chán,không bứt_phá giá nhu_cầu giải_trí bình_thường chụp ảnh phim hơi chán,3
oppo-reno13-f-5g,cho sản phẩm cửa hàng 5 sao nhé,sản_phẩm cửa_hàng,5
oppo-reno13-f-5g,ôn,ôn,4
oppo-reno13-f-5g,camera trước gọi video không được rõ chơi game máy nóng kinh khủng,camera gọi video không game máy nóng kinh_khủng,3
realme-note-50-64gb,mình mua được mấy tháng hỏi xem có đổi lên máy 4g được không,mua mấy đổi máy 4g không,3
realme-note-50-64gb,ok rất tốt,ok tốt,5
realme-note-50-64gb,tài ổn trong tầm giá,tài ổn tầm giá,4
realme-note-50-64gb,mình mua được ngày rồi giờ mình muốn đổi máy khác được không vậy ạ nếu mất phí thì mình mất bao nhiêu vậy,mua đổi máy không phí bao nhiêu,4
realme-note-50-64gb,em mới mua realme note mới bên thế giới di động được ngày hôm em muốn bán lấy tiền mặt là được bên á lúc mua 2 triệu phụ kiện hộp đầy đủ ạ,mới mua realme note mới thế_giới di_động hôm tiền_mặt mua hai triệu phụ_kiện hộp đầy_đủ,5
realme-note-50-64gb,ổn định trong tầm giáp phụ huynh trẻ nhỏ tác vụ đơn giản dùng máy thì ok,ổn_định tầm giáp phụ_huynh trẻ_nhỏ tác_vụ đơn_giản máy ok,4
realme-note-50-64gb,rất tốt,tốt,5
realme-note-50-64gb,máy sài mượt ok tốt trong tầm giá sẽ giới thiệu cho người thân khi mua máy phân khúc hơn triệu,máy sài mượt ok tốt tầm giá giới_thiệu người_thân mua máy phân_khúc triệu,5
realme-note-50-64gb,nói chung mọi thứ đều ổn áp,ổn_áp,5
realme-note-50-64gb,sử dụng rất tốt và pin được lâu,tốt pin,5
realme-note-50-64gb,tốt,tốt,5
realme-note-50-64gb,dùng tốt lướt fb xem phim ok ai mà muốn mua tặng người thân thì nên mua,tốt lướt phim ok mua tặng người_thân mua,5
realme-note-50-64gb,tốt,tốt,5
samsung-galaxy-a05s-6gb,vẫn thích màn hình giọt nước,màn_hình giọt,5
samsung-galaxy-a05s-6gb,điện thoại đẹp màn hình lớn giá hợp lý mới mua nên thấy cũng ok về sau thì chưa biết pin trâu hiện tại thì tất cả đều ổn nên mua nên sử dụng mua thêm cái ốp lưng của hãng rất ok mua thêm cái kính cường lực của hãng luôn cũng rất tốt nhân viên đội tgdđ khóm thị trấn u minh tỉnh cà mau rất nhiệt tình và thân thiện,điện_thoại đẹp màn_hình giá hợp_lý mới mua ok pin trâu ổn mua mua ốp_lưng hãng ok mua kính cường_lực hãng tốt nhân_viên đội tgdđ khóm thị_trấn u_minh tỉnh cà_mau nhiệt_tình thân_thiện,5
samsung-galaxy-a05s-6gb,thiết kế đẹp dùng mượt mà,thiết_kế đẹp mượt_mà,5
samsung-galaxy-a05s-6gb,đôi lúc bị mất sóng điện thoại phải khởi động lại mới có rất bất tiện,đôi sóng điện_thoại khởi_động mới bất_tiện,3
samsung-galaxy-a05s-6gb,mình mới mua máy về nhìn kĩ góc máy có như đường nứt vỏ mình có được đổi máy khác không,mới mua máy kĩ góc máy đường nứt vỏ đổi máy không,3
samsung-galaxy-a05s-6gb,không hỗ trợ nfc,không NFC,3
samsung-galaxy-a05s-6gb,tôi có mua điện thoại này vào bây giờ tôi muốn mua thêm sim có khuyến mãi sim data không ạ,mua điện_thoại mua sim khuyến_mãi sim data không,4
samsung-galaxy-a05s-6gb,chân sạc có vấn đề đầu cáp sạc gắn vô chỉ ăn được mặt mặt kia cắm vô thì không sạc được sạc thì lúc báo sạc siêu nhanh lúc báo sạc bình thường tôi bị cái a05s về vấn đề pin và sạc,chân sạc vấn_đề đầu cáp sạc gắn vô mặt mặt kia cắm vô không sạc sạc báo sạc siêu nhanh báo sạc bình_thường a05s vấn_đề pin sạc,3
samsung-galaxy-a05s-6gb,ok,ok,4
samsung-galaxy-a05s-6gb,tốt,tốt,5
samsung-galaxy-a05s-6gb,away on display không có rất khó chịu vì có thông báo khi màn hình tắt chỉ nghe tiếng chuông,away on display không khó_chịu thông_báo màn_hình tắt tiếng chuông,3
samsung-galaxy-a05s-6gb,máy mới mua sạc pin rất lâu không lên so với thời gian hiển thị trên máy không biết bị lỗi gì,máy mới mua sạc pin không thời_gian hiển_thị máy không lỗi,3
samsung-galaxy-a05s-6gb,cảm ứng không nhạy bấm lần mới được,cảm_ứng không nhạy bấm mới,3
samsung-galaxy-a05s-6gb,sao lướt không mượt gì hết,lướt không mượt hết,3
samsung-galaxy-a05s-6gb,máy chạy mượt chơi game cũng rất mượt độ nhạy tốt nhận diện gương mặt camera không bị lỗi mà rất nhanh có thể chạy nền ứng dụng khá tốt,máy chạy mượt game mượt độ_nhạy tốt nhận_diện gương_mặt camera không lỗi nhanh thể chạy ứng_dụng khá tốt,5
samsung-galaxy-a05s-6gb,máy cơ bản tốt nghe gọi bình thường chạy mượt không chơi game nên không biết thế nào tóm lại khá hài lòng,máy cơ_bản tốt gọi bình_thường chạy mượt không game không tóm_lại khá hài,5
samsung-galaxy-a05s-6gb,tốt trong tầm giá,tốt tầm giá,4
samsung-galaxy-a05s-6gb,san pham tot nhan vien phuc vu tan tinh,san_pham tot nhan_vien phuc_vu tan_tinh,5
samsung-galaxy-a05s-6gb,cầm mờ trước sau rất mờ,cầm mờ mờ,3
samsung-galaxy-a05s-6gb,cũng mua cái điện thoại y chang như này nhưng lần mua trước mọi thứ đều ổn điện thoại lần này loa có vấn đề nghe gọi tiếng rất nhỏ nghe nhạc cũng vậy có lẽ máy đã bị sữa chữa nên mới bị như vậy máy tôi mua cho bạn tôi mà bị như vậy thì hơi buồn,mua điện_thoại y_chang mua ổn điện_thoại loa vấn_đề gọi tiếng nhỏ nhạc lẽ máy sữa chữa mới máy mua hơi buồn,3
samsung-galaxy-a05s-6gb,ok,ok,5
samsung-galaxy-a05s-6gb,camera trước mờ quá,camera mờ,3
samsung-galaxy-a05s-6gb,máy ngon trong tầm giá,máy ngon tầm giá,5
samsung-galaxy-a05s-6gb,tốt,tốt,5
samsung-galaxy-a05s-6gb,sau tuần trải nghiệm điện thoại samsung a05s 6gb cảm nhận pin khá trâu bò từ xuống mình sử dụng được từ 8h309h về chụp hình thì bao xấu thu video độ mượt thì ok lâu lâu vẫn bị khựng y chang bị đơ vài giây có lẻ cho mình cập nhật lên loa rất là nhỏ máy mua 4tr5 nhưng mình mua đợt mùng tết vừa mở cửa lại săn mã giảm giá và có khuyến mãi nên chỉ mua với giá có 3tr670k giá này mà được cục pin trâu như này thì không chê được chỉ có camera chụp hình xấu lắm và loa nhỏ,tuần trải_nghiệm điện_thoại samsung a05s 6 gb cảm_nhận pin khá trâu bò xuống 8h309h chụp hình bao xấu thu video độ mượt ok khựng y_chang đơ giây lẻ cập_nhật loa nhỏ máy mua mua đợt mùng tết cửa săn mã giảm giá khuyến_mãi mua giá giá cục pin trâu không chê camera chụp hình xấu lắm loa nhỏ,3
samsung-galaxy-a05s-6gb,ổn,ổn,4
samsung-galaxy-a05s-6gb,máy này chụp ảnh không được đẹp mờ,máy chụp ảnh không đẹp mờ,3
samsung-galaxy-a05s-6gb,màn hình đáp ứng cực chậm mở văn bản kéo lướt lên xuống sẽ thấy bóng mờ còn lưu lại không nên mua nếu cần xem phim ảnh chơi game,màn_hình đáp_ứng cực chậm văn_bản kéo lướt xuống bóng mờ lưu không mua phim_ảnh game,3
samsung-galaxy-a05s-6gb,điện thoại không sáng màn hình hiển thị thông báo mới trên màn hình đối và tin zalo chat dù có setting vui lòng hỗ trợ,điện_thoại không màn_hình hiển_thị thông_báo mới màn_hình đối zalo chat setting vui_lòng,3
samsung-galaxy-a05s-6gb,cách bản cập nhật phần mềm đã tải về máy như thế nào vậy,cập_nhật phần_mềm tải máy,5
samsung-galaxy-a05s-6gb,tốt,tốt,4
samsung-galaxy-a05s-6gb,máy dùng ổn quay phim ok,máy ổn phim ok,5
samsung-galaxy-a05s-6gb,mình mua máy cùng lúc máy ok lắm nguyên sai luôn nhé cả nhà phục vụ rất tuyệt vời ở đường nguyễn thái sơn phường quận gò vấp các bạn đánh giá sao mà thấy tệ vậy các bạn cò dìm hàng không vậy mình mua sản phẩm và sử dụng thấy rất tốt mọi người mua xong thì đánh giá đúng thực tế để người sau mua còn đọc tin nhắn để còn tiếp tục sử dụng sản phẩm chứ thanh các em ở shop điện máy xanh đã hỗ trợ rất nhiệt tình cho mình mình sẽ ủng hộ khi mua sản phẩm tiếp theo ở shop này,mua máy máy ok lắm nguyên sai phục_vụ tuyệt_vời đường nguyễn thái_sơn phường gò_vấp tệ cò dìm hàng_không mua sản_phẩm tốt người_mua xong thực_tế mua đọc tin_nhắn sản_phẩm shop điện_máy xanh nhiệt_tình ủng_hộ mua sản_phẩm shop,5
samsung-galaxy-a05s-6gb,trước tiên mình đánh giá cao sản phẩm của samsung các bạn muốn biết thông số chính xác của máy hãy vào trang samsungcom mà xem phần mềm xem thông tin phần cứng như cpu đôi khi sẽ không chính xác đâu lí do cpu mới sẽ chưa được cập nhật vào cơ sở dữ liệu của máy chủ chủ cũ tôi đã mua máy a05s bản 6g ram vừa khui hộp máy đã bị bầm màn hình và tôi đã liên hệ tổng đài để được đổi máy mới khi ra siêu thị đổi máy nhân viên ở đây đổi cho tôi máy không nguyên seal bên trong còn rất nhiều tin nhắn kích hoạt zalo kích hoạt facebookmay là tại thời điểm đó tôi đã phát hiện ra và yêu cầu họ giao lại máy nguyên thế giới di động là công ty uy tín và trách nhiệm vừa cung ứng sản phẩm chất lượng ra thị trường vừa tạo công ăn việc làm cho người dân tôi rất hoan nghênh thế giới di động và mong cty ngày càng phát triển nhưng việc cần làm hiện tại có lẽ cty nên chấn chỉnh lại đội ngũ nhân viên của mình tuỳ tiện khui hộp ra sử dụng sản phẩm rồi khi giao đến khách hàng lại nói với lý do là khui ra để kiểm tra sản phẩm ở khâu này rất rất là bất cập,sản_phẩm samsung thông_số chính_xác máy trang samsungcom phần_mềm thông_tin cứng cpu đôi không chính_xác lí_do cpu mới cập_nhật cơ_sở dữ_liệu máy_chủ chủ cũ mua máy a05s 6 g ram khui hộp máy bầm màn_hình liên_hệ tổng_đài đổi máy mới siêu_thị đổi máy nhân_viên đổi máy không nguyên seal tin_nhắn kích_hoạt zalo kích_hoạt facebookmay phát_hiện giao máy nguyên thế_giới di_động công_ty uy_tín trách_nhiệm cung_ứng sản_phẩm chất_lượng thị_trường công việc_làm dân hoan_nghênh thế_giới di_động mong cty phát_triển lẽ cty chấn_chỉnh đội_ngũ nhân_viên tuỳ_tiện khui hộp sản_phẩm giao khách_hàng khui kiểm_tra sản_phẩm khâu bất_cập,4
samsung-galaxy-a05s-6gb,mình mua dùng về máy khá mượt nhanh thấy mọi người dùng phần mềm cpuz thì kiểm tra chip là sai không đúng sử dụng phần mềm cpuz là chip 680pin dùng khá trâu mình dùng thời gian liên tục cả ngày vẫn còn pin chụp hình nét hơn mấy hãng tàu hình sáng rất nét,mua máy khá mượt nhanh người_dùng phần_mềm cpuz kiểm_tra chip sai không phần_mềm cpuz chip 680 pin khá trâu thời_gian liên_tục pin chụp hình nét mấy hãng tàu hình nét,5
samsung-galaxy-a05s-6gb,mới mua được hơn tuần loa nghe nhạc bị rè có đổi lại được không,mới mua tuần loa nhạc rè đổi không,3
samsung-galaxy-a05s-6gb,mua được hơn tuần thì có lần điện thoại sạc không vào mỗi tuần lần sạc không vào thì phải khởi động lại máy mới sạc lại được không hiểu vì sao luôn,mua tuần điện_thoại sạc không tuần sạc không khởi_động máy mới sạc không,4
samsung-galaxy-a05s-6gb,rất tuyệt vời trong tầm giá này tôi hiểu mọi người chê sản phẩm này là do không biết sử dụng hay là làm rơi hỏng nhỉ tôi dùng ngày rồi thấy quá tuyệt vời,tuyệt_vời tầm giá chê sản_phẩm không rơi hỏng tuyệt_vời,5
samsung-galaxy-a05s-6gb,cảm thấy khá tốt pin ở mức ổn khá mượt mà ngoại hình đẹp và không thấy lỗi,khá tốt pin ổn khá mượt_mà ngoại_hình đẹp không lỗi,5
samsung-galaxy-a25-8gb,các bạn sử dụng cảm nhận thế nào nhưng mình sài vẫn thấy tốt nói về hàng thế giới di động là chuẩn nhất rơi và va chạm mạnh không bị gì cả chỉ móp nhẹ không bể hay là ảnh hưởng gì bên trong cả,cảm_nhận sài tốt hàng thế_giới di_động chuẩn rơi va_chạm không móp nhẹ không bể ảnh_hưởng,5
samsung-galaxy-a25-8gb,bật nhạc rung đằng sau chụp camera bị lệch mặt mới mua đổi trả mất phí không mọi người,bật nhạc rung đằng_sau chụp camera lệch mặt mới mua đổi trả phí không,3
samsung-galaxy-a25-8gb,mình sài gần tháng thấy máy không lỗi lầm gì mượt mà sao cảm thấy cảm ứng khi nhấn bàn phím nó nhảy nhảy sao á không biết là tại samsung nó vậy hay là bị sao nữa,sài máy không lỗi_lầm mượt_mà cảm_ứng nhấn bàn_phím nhảy nhảy không samsung,5
samsung-galaxy-a25-8gb,mình không biết mọi người xài máy như thế nào chứ mình mua máy a25 và xài tới nay là tháng rồi mà vẫn rất là ok và mượt mà nói chung là mọi chức năng cũng như pin đều hoàn hảo sạc nhanh và cái a52 mình đang xài vẫn ok như vậy luôn,không xài máy mua máy a25 xài ok mượt_mà chức_năng pin hoàn_hảo sạc nhanh a52 xài ok,5
samsung-galaxy-a25-8gb,quá tốt âm thanh cực hay rất hài lòng về sản phẩm này máy xài rất mượt cho sản phẩm này,tốt âm_thanh cực hài sản_phẩm máy xài mượt sản_phẩm,5
samsung-galaxy-a25-8gb,máy nhanh nóng và tụt pin quá nhanh,máy nhanh nóng tụt pin nhanh,3
samsung-galaxy-a25-8gb,mới làm theo hướng dẫn của cha được khách hàng của thế giới di động hiện tại máy ok cảm ơn nhiều,mới hướng_dẫn khách_hàng thế_giới di_động máy ok,5
samsung-galaxy-a25-8gb,điện thoại với cấu hình cao đa chức năng chạy rất tốt tôi rất thích điện thoại samsung galaxy a25 này,điện_thoại cấu_hình đa chức_năng chạy tốt điện_thoại samsung galaxy a25,5
samsung-galaxy-a25-8gb,mới mua mà khi nghe nhạc mặc sau điện thoại rung chẳng biết sao,mới mua nhạc mặc điện_thoại rung chẳng,3
samsung-galaxy-a25-8gb,sử dụng được một tuần máy ổn,tuần máy ổn,5
samsung-galaxy-a25-8gb,điện thoại mới mua nhưng mà mau hết pin nhanh lắm không biết có bị lỗi gì không,điện_thoại mới mua mau hết pin nhanh lắm không lỗi không,3
samsung-galaxy-a25-8gb,nhiều lần bị lỗi kết nối khi gọi điện bằng wifi phải bật 4g mới gọi messenger được cho người khác,lỗi kết_nối gọi điện wifi bật 4g mới gọi messenger,4
samsung-galaxy-a25-8gb,ok nhé,ok,5
samsung-galaxy-a25-8gb,điện thoại cũng ổn mặt lưng có chi tiết những điểm chấm lấp lánh bao phủ toàn bộ mặt lưng rất đẹp mà điện thoại cao cấp của hãng lại không có màn hình rất đẹp có 120khz nữa lướt tiktok rất mượt chơi game cũng tạm ổn vì máy nóng như iphone khi chơi game nặng và đôi khi có giật lag hệ điều hành thì quá là ổn định được cập nhật lâu dài pin ổn sạc cũng nhanh chụp hình thì rất chi tiết trong tầm giá vẫn bị vỡ hình nhẹ khi zoom 10x selfie cũng đẹp quay slowmo tốt nhưng bị nhiễu video hơi nhiều ở vùng tối tuy nhiên những vấn đề này có thể khắc phục ở bản cập nhật fix lỗi nhé mong hãng ra bản cập nhật fix những lỗi này mình mua điện thoại này cho học sinh cấp điểm,điện_thoại ổn mặt lưng chi_tiết điểm chấm lấp_lánh bao_phủ toàn_bộ mặt lưng đẹp điện_thoại cao_cấp hãng không màn_hình đẹp 120 khz lướt tiktok mượt game tạm ổn máy nóng iphone game đôi giật lag hệ_điều_hành ổn_định cập_nhật lâu_dài pin ổn sạc nhanh chụp hình chi_tiết tầm giá vỡ hình nhẹ zoom 10 x selfie đẹp slowmo tốt nhiễu video hơi tối nhiên vấn_đề thể khắc_phục cập_nhật fix lỗi mong hãng cập_nhật fix lỗi mua điện_thoại học_sinh điểm,4
samsung-galaxy-a25-8gb,good,good,5
samsung-galaxy-a25-8gb,ok,ok,5
samsung-galaxy-a25-8gb,đã dùng được ngày thấy cũng ổn,ổn,4
samsung-galaxy-a25-8gb,hàng,hàng,5
samsung-galaxy-a25-8gb,samsung a25 xài ngon,samsung a25 xài ngon,5
samsung-galaxy-a25-8gb,ok,ok,5
samsung-galaxy-a25-8gb,cũng mới mua nhưng mà cảm thấy hơi hao pin,mới mua hơi hao pin,3
samsung-galaxy-a25-8gb,nói chung dùng ổn ở giá tầm trung,ổn giá tầm_trung,5
samsung-galaxy-a25-8gb,truoc mat thay bi loi ngat ket noi phan con lai de trai nghiem nhieu lan moi biet được,truoc_mat thay bi loi ngat ket_noi phan lai de trai_nghiem nhieu lan moi biet,4
samsung-galaxy-a35-5g,trước mắt dùng thấy ổn chạy mượt dùng wifi thì hơi ấm nhẹ dùng 4g máy khá nóng lúc sạc thì máy ấm dùng tầm hơn ngày hết pin mua hàng máy tại tgdđ máy mới nhưng đã khui hộp từ trước nhân viên bán hàng nhiệt tình,trước_mắt ổn chạy mượt wifi hơi ấm nhẹ 4g máy khá nóng sạc máy ấm tầm hết pin mua hàng máy tgdđ máy mới khui hộp nhân_viên hàng nhiệt_tình,4
samsung-galaxy-a35-5g,bữa lễ mua 739 triệu máy xài ok nhân viên nhiệt tình thân thiện,bữa lễ mua triệu máy xài ok nhân_viên nhiệt_tình thân_thiện,5
samsung-galaxy-a35-5g,máy mới mua được ngày không chơi game chỉ lướt fb zalo pin mau hết còn trong lúc sạc pin thì máy nóng sạc nhanh chưa đầy tiếng pin sắp đầy,máy mới mua không game lướt zalo pin mau hết sạc pin máy nóng sạc nhanh tiếng pin,3
samsung-galaxy-a35-5g,điện thoại mới mua mà mau tụt pin quá,điện_thoại mới mua mau tụt pin,3
samsung-galaxy-a35-5g,dịch vụ chăm sóc khách hàng nhanh và tốt cửa hàng nguyên thị thấp q7 đã cho trả hoàn tiền theo giá trên web thank,dịch_vụ chăm_sóc khách_hàng nhanh tốt cửa_hàng nguyên thị q7 trả hoàn tiền giá web thank,5
samsung-galaxy-a35-5g,tuy nhận điện thoại muộn hơn khoảng tuần do vẫn đang đi du học ở trung quốc và mãi tới ngày mới về đến vn nhưng nhận xét chung là trải nghiệm rất tốt điện thoại chạy mượt và nhanh hình dáng đẹp,điện_thoại muộn tuần đi du_học trung_quốc mãi mới vn nhận_xét trải_nghiệm tốt điện_thoại chạy mượt nhanh hình_dáng đẹp,5
samsung-galaxy-a35-5g,vừa mua hôm ở thế giới di động 8090k mà hôm nay còn có 7590k shop bán hàng kiểu chộp giật vậy rốt cuộc giá trị thực của máy là bao nhiêu,mua hôm thế_giới di_động hôm_nay shop hàng kiểu chộp giật rốt thực máy bao nhiêu,5
samsung-galaxy-a35-5g,mình đang trả góp được tuần nếu ví dụ mình không dùng nữa mà trả lại thì có mất gì không,trả_góp tuần ví_dụ không trả không,5
samsung-galaxy-a35-5g,mới mua hồi hôm sáng lên web xem lại còn khi mua mình không xem giá vì mặt định mình lại thế giới di động mua a55 nhưng không có mới hỏi a35 này nhân có nhầm lẫn không vậy vì mình thấy giá khuyến mãi đến cuối tháng hết mà,mới mua hồi hôm web mua không giá mặt định thế_giới di_động mua a55 không mới a35 nhân nhầm_lẫn không giá khuyến_mãi hết,3
samsung-galaxy-a35-5g,điện thoại dùng khá tốt nhưng mức giá trên web không giống với giá đã mua tại cửa hàng mình đã mua ở cửa hàng với 8tr760 cả dán cường lực không biết là có sai sót ở đâu không ạ,điện_thoại khá tốt giá web không giá mua cửa_hàng mua cửa_hàng dán cường_lực không sai_sót không,4
samsung-galaxy-a35-5g,dùng khá ngon nhưng trong tầm giá sau sử dụng thì kém xiaomi redmi note pro 5g cong hỗ trợ sạc 67w kèm theo đầy đủ phụ kiện sạc,khá ngon tầm giá kém xiaomi redmi note pro 5 g cong sạc 67 w kèm đầy_đủ phụ_kiện sạc,4
samsung-galaxy-a35-5g,máy dung rât tôt so vơi tâm gia pin 100 dung 1ngay vân con tư 7h sang đên 10h đêm không dung liên tuc xem phim đc bao fb tiktok chơi trân games liên quân đa dung khoang ngay,máy dung rât tốt vơi tâm gia pin dung 1 vân tư 7 h sang đên 10 h đêm không dung liên tuc phim bao tiktok trân games liên_quân đa dung khoang,5
